fecha,Amaluza,Mazar,Sopladora,Mazar_margen_sobre_min,Mazar_margen_bajo_max,Mazar_dentro_de_banda,Mazar_distancia_a_critico,Amaluza_margen_sobre_min,Amaluza_margen_bajo_max,Amaluza_dentro_de_banda,Sopladora_margen_sobre_min,Sopladora_margen_bajo_max,Sopladora_dentro_de_banda
2022-08-20,1988.01,2152.81,1316.03,54.81,0.19,True,37.81,13.01,2.99,True,4.03,1.97,True
2022-08-21,1989.81,2153.83,1316.42,55.83,-0.83,False,38.83,14.81,1.19,True,4.42,1.58,True
2022-08-22,1990.7,2153.35,1316.32,55.35,-0.35,False,38.35,15.7,0.3,True,4.32,1.68,True
2022-08-23,1989.99,2153.12,1315.8,55.12,-0.12,False,38.12,14.99,1.01,True,3.8,2.2,True
2022-08-24,1989.24,2152.83,1315.7,54.83,0.17,True,37.83,14.24,1.76,True,3.7,2.3,True
2022-08-25,1988.2,2152.47,1316.1,54.47,0.53,True,37.47,13.2,2.8,True,4.1,1.9,True
2022-08-26,1986.83,2152.05,1316.27,54.05,0.95,True,37.05,11.83,4.17,True,4.27,1.73,True
2022-08-27,1986.82,2151.21,1315.22,53.21,1.79,True,36.21,11.82,4.18,True,3.22,2.78,True
2022-08-28,1986.31,2150.54,1315.87,52.54,2.46,True,35.54,11.31,4.69,True,3.87,2.13,True
2022-08-29,1987.12,2151.08,1314.63,53.08,1.92,True,36.08,12.12,3.88,True,2.63,3.37,True
2022-08-30,1989.55,2153.78,1314.99,55.78,-0.78,False,38.78,14.55,1.45,True,2.99,3.01,True
2022-08-31,,,,,,False,,,,False,,,False
2022-09-01,1990.71,2153.19,1315.2,55.19,-0.19,False,38.19,15.71,0.29,True,3.2,2.8,True
2022-09-02,1990.5,2152.79,1315.17,54.79,0.21,True,37.79,15.5,0.5,True,3.17,2.83,True
2022-09-03,1990.43,2152.83,1316.29,54.83,0.17,True,37.83,15.43,0.57,True,4.29,1.71,True
2022-09-04,1989.81,2153.15,1316.55,55.15,-0.15,False,38.15,14.81,1.19,True,4.55,1.45,True
2022-09-05,1990.79,2153.35,1316.01,55.35,-0.35,False,38.35,15.79,0.21,True,4.01,1.99,True
2022-09-06,1990.89,2153.16,1314.74,55.16,-0.16,False,38.16,15.89,0.11,True,2.74,3.26,True
2022-09-07,1989.98,2153.04,1316.14,55.04,-0.04,False,38.04,14.98,1.02,True,4.14,1.86,True
2022-09-08,1989.45,2152.62,1314.69,54.62,0.38,True,37.62,14.45,1.55,True,2.69,3.31,True
2022-09-09,1989.23,2152.06,1316.05,54.06,0.94,True,37.06,14.23,1.77,True,4.05,1.95,True
2022-09-10,1987.72,2152.27,1315.96,54.27,0.73,True,37.27,12.72,3.28,True,3.96,2.04,True
2022-09-11,1987.03,2152.55,1316.27,54.55,0.45,True,37.55,12.03,3.97,True,4.27,1.73,True
2022-09-12,1986.11,2152.41,1315.1,54.41,0.59,True,37.41,11.11,4.89,True,3.1,2.9,True
2022-09-13,1985.39,2151.97,1316.01,53.97,1.03,True,36.97,10.39,5.61,True,4.01,1.99,True
2022-09-14,1985.85,2151.21,1316.2,53.21,1.79,True,36.21,10.85,5.15,True,4.2,1.8,True
2022-09-15,1985.39,2150.57,1314.88,52.57,2.43,True,35.57,10.39,5.61,True,2.88,3.12,True
2022-09-16,1985.39,2150.76,1315.94,52.76,2.24,True,35.76,10.39,5.61,True,3.94,2.06,True
2022-09-17,1985.92,2150.76,1316.55,52.76,2.24,True,35.76,10.92,5.08,True,4.55,1.45,True
2022-09-18,1986.21,2150.76,1315.82,52.76,2.24,True,35.76,11.21,4.79,True,3.82,2.18,True
2022-09-19,1986.01,2149.99,1315.94,51.99,3.01,True,34.99,11.01,4.99,True,3.94,2.06,True
2022-09-20,1985.75,2149.29,1315.42,51.29,3.71,True,34.29,10.75,5.25,True,3.42,2.58,True
2022-09-21,1984.97,2148.74,1315.88,50.74,4.26,True,33.74,9.97,6.03,True,3.88,2.12,True
2022-09-22,1983.67,2148.23,1316.16,50.23,4.77,True,33.23,8.67,7.33,True,4.16,1.84,True
2022-09-23,1983.13,2147.87,1316.39,49.87,5.13,True,32.87,8.13,7.87,True,4.39,1.61,True
2022-09-24,1984.6,2147.38,1316.04,49.38,5.62,True,32.38,9.6,6.4,True,4.04,1.96,True
2022-09-25,1984.49,2147.25,1315.86,49.25,5.75,True,32.25,9.49,6.51,True,3.86,2.14,True
2022-09-26,1984.29,2146.98,1315.66,48.98,6.02,True,31.98,9.29,6.71,True,3.66,2.34,True
2022-09-27,1983.58,2146.5,1315.54,48.5,6.5,True,31.5,8.58,7.42,True,3.54,2.46,True
2022-09-28,1982.7,2146.0,1316.14,48.0,7.0,True,31.0,7.7,8.3,True,4.14,1.86,True
2022-09-29,1981.9,2145.42,1315.93,47.42,7.58,True,30.42,6.9,9.1,True,3.93,2.07,True
2022-09-30,,,,,,False,,,,False,,,False
2022-10-01,1980.92,2144.57,1316.1,46.57,8.43,True,29.57,5.92,10.08,True,4.1,1.9,True
2022-10-02,1980.71,2144.64,1316.27,46.64,8.36,True,29.64,5.71,10.29,True,4.27,1.73,True
2022-10-03,1979.82,2144.38,1316.55,46.38,8.62,True,29.38,4.82,11.18,True,4.55,1.45,True
2022-10-04,1979.82,2143.7,1316.2,45.7,9.3,True,28.7,4.82,11.18,True,4.2,1.8,True
2022-10-05,1978.45,2143.1,1315.51,45.1,9.9,True,28.1,3.45,12.55,True,3.51,2.49,True
2022-10-06,1979.29,2142.4,1316.11,44.4,10.6,True,27.4,4.29,11.71,True,4.11,1.89,True
2022-10-07,1982.22,2141.35,1315.8,43.35,11.65,True,26.35,7.22,8.78,True,3.8,2.2,True
2022-10-08,1984.33,2140.7,1316.08,42.7,12.3,True,25.7,9.33,6.67,True,4.08,1.92,True
2022-10-09,1985.05,2140.76,1315.9,42.76,12.24,True,25.76,10.05,5.95,True,3.9,2.1,True
2022-10-10,1984.75,2140.64,1315.86,42.64,12.36,True,25.64,9.75,6.25,True,3.86,2.14,True
2022-10-11,1984.65,2140.19,1315.69,42.19,12.81,True,25.19,9.65,6.35,True,3.69,2.31,True
2022-10-12,1985.47,2139.48,1315.88,41.48,13.52,True,24.48,10.47,5.53,True,3.88,2.12,True
2022-10-13,1985.56,2138.9,1314.78,40.9,14.1,True,23.9,10.56,5.44,True,2.78,3.22,True
2022-10-14,1984.31,2138.72,1314.11,40.72,14.28,True,23.72,9.31,6.69,True,2.11,3.89,True
2022-10-15,1985.77,2139.74,1313.92,41.74,13.26,True,24.74,10.77,5.23,True,1.92,4.08,True
2022-10-16,1985.32,2140.43,1314.61,42.43,12.57,True,25.43,10.32,5.68,True,2.61,3.39,True
2022-10-17,1984.05,2140.54,1316.08,42.54,12.46,True,25.54,9.05,6.95,True,4.08,1.92,True
2022-10-18,1983.96,2140.35,1315.59,42.35,12.65,True,25.35,8.96,7.04,True,3.59,2.41,True
2022-10-19,1985.65,2140.67,1316.38,42.67,12.33,True,25.67,10.65,5.35,True,4.38,1.62,True
2022-10-20,1987.54,2141.27,1315.08,43.27,11.73,True,26.27,12.54,3.46,True,3.08,2.92,True
2022-10-21,1986.65,2142.77,1315.11,44.77,10.23,True,27.77,11.65,4.35,True,3.11,2.89,True
2022-10-22,1985.49,2143.87,1314.7,45.87,9.13,True,28.87,10.49,5.51,True,2.7,3.3,True
2022-10-23,1985.14,2144.87,1315.48,46.87,8.13,True,29.87,10.14,5.86,True,3.48,2.52,True
2022-10-24,1985.11,2145.79,1315.65,47.79,7.21,True,30.79,10.11,5.89,True,3.65,2.35,True
2022-10-25,1985.1,2146.16,1314.67,48.16,6.84,True,31.16,10.1,5.9,True,2.67,3.33,True
2022-10-26,1985.32,2146.32,1315.85,48.32,6.68,True,31.32,10.32,5.68,True,3.85,2.15,True
2022-10-27,1985.4,2146.15,1315.83,48.15,6.85,True,31.15,10.4,5.6,True,3.83,2.17,True
2022-10-28,1985.73,2145.61,1316.33,47.61,7.39,True,30.61,10.73,5.27,True,4.33,1.67,True
2022-10-29,1985.57,2144.83,1315.35,46.83,8.17,True,29.83,10.57,5.43,True,3.35,2.65,True
2022-10-30,1985.48,2144.69,1314.14,46.69,8.31,True,29.69,10.48,5.52,True,2.14,3.86,True
2022-10-31,,,,,,False,,,,False,,,False
2022-11-01,1984.14,2144.06,1314.44,46.06,8.94,True,29.06,9.14,6.86,True,2.44,3.56,True
2022-11-02,1985.02,2143.99,1314.76,45.99,9.01,True,28.99,10.02,5.98,True,2.76,3.24,True
2022-11-03,1984.07,2144.46,1315.63,46.46,8.54,True,29.46,9.07,6.93,True,3.63,2.37,True
2022-11-04,1984.69,2144.1,1316.06,46.1,8.9,True,29.1,9.69,6.31,True,4.06,1.94,True
2022-11-05,1985.05,2143.64,1314.31,45.64,9.36,True,28.64,10.05,5.95,True,2.31,3.69,True
2022-11-06,1986.01,2143.0,1315.42,45.0,10.0,True,28.0,11.01,4.99,True,3.42,2.58,True
2022-11-07,1985.59,2142.55,1315.42,44.55,10.45,True,27.55,10.59,5.41,True,3.42,2.58,True
2022-11-08,1984.2,2142.33,1315.62,44.33,10.67,True,27.33,9.2,6.8,True,3.62,2.38,True
2022-11-09,1983.77,2141.88,1315.27,43.88,11.12,True,26.88,8.77,7.23,True,3.27,2.73,True
2022-11-10,1984.76,2141.12,1315.01,43.12,11.88,True,26.12,9.76,6.24,True,3.01,2.99,True
2022-11-11,1985.85,2140.53,1313.73,42.53,12.47,True,25.53,10.85,5.15,True,1.73,4.27,True
2022-11-12,1985.77,2140.14,1314.95,42.14,12.86,True,25.14,10.77,5.23,True,2.95,3.05,True
2022-11-13,1984.75,2140.22,1315.88,42.22,12.78,True,25.22,9.75,6.25,True,3.88,2.12,True
2022-11-14,1983.96,2139.77,1315.81,41.77,13.23,True,24.77,8.96,7.04,True,3.81,2.19,True
2022-11-15,1984.03,2140.05,1316.31,42.05,12.95,True,25.05,9.03,6.97,True,4.31,1.69,True
2022-11-16,1985.85,2140.73,1314.42,42.73,12.27,True,25.73,10.85,5.15,True,2.42,3.58,True
2022-11-17,1985.86,2142.17,1316.13,44.17,10.83,True,27.17,10.86,5.14,True,4.13,1.87,True
2022-11-18,1986.48,2141.62,1315.82,43.62,11.38,True,26.62,11.48,4.52,True,3.82,2.18,True
2022-11-19,1986.4,2141.27,1315.4,43.27,11.73,True,26.27,11.4,4.6,True,3.4,2.6,True
2022-11-20,1985.83,2141.03,1314.68,43.03,11.97,True,26.03,10.83,5.17,True,2.68,3.32,True
2022-11-21,1985.49,2141.08,1314.08,43.08,11.92,True,26.08,10.49,5.51,True,2.08,3.92,True
2022-11-22,1985.68,2140.98,1315.28,42.98,12.02,True,25.98,10.68,5.32,True,3.28,2.72,True
2022-11-23,1985.94,2140.47,1316.14,42.47,12.53,True,25.47,10.94,5.06,True,4.14,1.86,True
2022-11-24,1986.3,2139.59,1314.99,41.59,13.41,True,24.59,11.3,4.7,True,2.99,3.01,True
2022-11-25,1985.93,2139.22,1315.76,41.22,13.78,True,24.22,10.93,5.07,True,3.76,2.24,True
2022-11-26,1984.97,2139.36,1314.62,41.36,13.64,True,24.36,9.97,6.03,True,2.62,3.38,True
2022-11-27,1984.75,2139.2,1314.21,41.2,13.8,True,24.2,9.75,6.25,True,2.21,3.79,True
2022-11-28,1984.42,2138.46,1316.15,40.46,14.54,True,23.46,9.42,6.58,True,4.15,1.85,True
2022-11-29,1985.02,2137.39,1315.33,39.39,15.61,True,22.39,10.02,5.98,True,3.33,2.67,True
2022-11-30,,,,,,False,,,,False,,,False
2022-12-01,1984.84,2135.48,1315.4,37.48,17.52,True,20.48,9.84,6.16,True,3.4,2.6,True
2022-12-02,1984.68,2134.56,1315.69,36.56,18.44,True,19.56,9.68,6.32,True,3.69,2.31,True
2022-12-03,1985.55,2133.83,1314.09,35.83,19.17,True,18.83,10.55,5.45,True,2.09,3.91,True
2022-12-04,1985.4,2133.6,1314.74,35.6,19.4,True,18.6,10.4,5.6,True,2.74,3.26,True
2022-12-05,1985.39,2132.88,1315.12,34.88,20.12,True,17.88,10.39,5.61,True,3.12,2.88,True
2022-12-06,1985.37,2132.03,1315.45,34.03,20.97,True,17.03,10.37,5.63,True,3.45,2.55,True
2022-12-07,1984.74,2131.39,1315.34,33.39,21.61,True,16.39,9.74,6.26,True,3.34,2.66,True
2022-12-08,1983.06,2130.9,1314.72,32.9,22.1,True,15.9,8.06,7.94,True,2.72,3.28,True
2022-12-09,1981.9,2130.16,1314.24,32.16,22.84,True,15.16,6.9,9.1,True,2.24,3.76,True
2022-12-10,1981.36,2129.63,1314.71,31.63,23.37,True,14.63,6.36,9.64,True,2.71,3.29,True
2022-12-11,1980.7,2130.27,1316.05,32.27,22.73,True,15.27,5.7,10.3,True,4.05,1.95,True
2022-12-12,1979.62,2129.93,1315.84,31.93,23.07,True,14.93,4.62,11.38,True,3.84,2.16,True
2022-12-13,1979.54,2128.85,1314.84,30.85,24.15,True,13.85,4.54,11.46,True,2.84,3.16,True
2022-12-14,1981.05,2128.07,1314.43,30.07,24.93,True,13.07,6.05,9.95,True,2.43,3.57,True
2022-12-15,1980.18,2128.06,1315.77,30.06,24.94,True,13.06,5.18,10.82,True,3.77,2.23,True
2022-12-16,1979.71,2128.05,1315.64,30.05,24.95,True,13.05,4.71,11.29,True,3.64,2.36,True
2022-12-17,1980.37,2127.94,1316.13,29.94,25.06,True,12.94,5.37,10.63,True,4.13,1.87,True
2022-12-18,1979.53,2128.04,1316.16,30.04,24.96,True,13.04,4.53,11.47,True,4.16,1.84,True
2022-12-19,1980.11,2127.72,1316.34,29.72,25.28,True,12.72,5.11,10.89,True,4.34,1.66,True
2022-12-20,1979.8,2127.01,1316.2,29.01,25.99,True,12.01,4.8,11.2,True,4.2,1.8,True
2022-12-21,1978.99,2126.1,1314.45,28.1,26.9,True,11.1,3.99,12.01,True,2.45,3.55,True
2022-12-22,1980.09,2124.48,1315.94,26.48,28.52,True,9.48,5.09,10.91,True,3.94,2.06,True
2022-12-23,1979.53,2123.57,1315.09,25.57,29.43,True,8.57,4.53,11.47,True,3.09,2.91,True
2022-12-24,1979.08,2123.11,1314.83,25.11,29.89,True,8.11,4.08,11.92,True,2.83,3.17,True
2022-12-25,1980.79,2122.29,1315.41,24.29,30.71,True,7.29,5.79,10.21,True,3.41,2.59,True
2022-12-26,1981.17,2122.64,1314.84,24.64,30.36,True,7.64,6.17,9.83,True,2.84,3.16,True
2022-12-27,1980.01,2122.52,1315.73,24.52,30.48,True,7.52,5.01,10.99,True,3.73,2.27,True
2022-12-28,1979.66,2121.91,1314.3,23.91,31.09,True,6.91,4.66,11.34,True,2.3,3.7,True
2022-12-29,1978.27,2121.34,1315.46,23.34,31.66,True,6.34,3.27,12.73,True,3.46,2.54,True
2022-12-30,1980.08,2120.11,1315.93,22.11,32.89,True,5.11,5.08,10.92,True,3.93,2.07,True
2022-12-31,,,,,,False,,,,False,,,False
2023-01-01,1981.54,2120.85,1313.88,22.85,32.15,True,5.85,6.54,9.46,True,1.88,4.12,True
2023-01-02,1982.5,2121.35,1314.01,23.35,31.65,True,6.35,7.5,8.5,True,2.01,3.99,True
2023-01-03,1982.34,2121.36,1315.29,23.36,31.64,True,6.36,7.34,8.66,True,3.29,2.71,True
2023-01-04,1981.89,2121.05,1316.19,23.05,31.95,True,6.05,6.89,9.11,True,4.19,1.81,True
2023-01-05,1981.61,2120.77,1314.64,22.77,32.23,True,5.77,6.61,9.39,True,2.64,3.36,True
2023-01-06,1981.06,2120.33,1314.91,22.33,32.67,True,5.33,6.06,9.94,True,2.91,3.09,True
2023-01-07,1980.69,2120.04,1315.85,22.04,32.96,True,5.04,5.69,10.31,True,3.85,2.15,True
2023-01-08,1980.17,2120.17,1315.88,22.17,32.83,True,5.17,5.17,10.83,True,3.88,2.12,True
2023-01-09,1979.08,2119.82,1314.76,21.82,33.18,True,4.82,4.08,11.92,True,2.76,3.24,True
2023-01-10,1978.65,2119.64,1315.63,21.64,33.36,True,4.64,3.65,12.35,True,3.63,2.37,True
2023-01-11,1980.09,2120.39,1313.82,22.39,32.61,True,5.39,5.09,10.91,True,1.82,4.18,True
2023-01-12,1980.53,2121.55,1314.42,23.55,31.45,True,6.55,5.53,10.47,True,2.42,3.58,True
2023-01-13,1979.3,2122.91,1315.7,24.91,30.09,True,7.91,4.3,11.7,True,3.7,2.3,True
2023-01-14,1981.0,2122.78,1313.75,24.78,30.22,True,7.78,6.0,10.0,True,1.75,4.25,True
2023-01-15,1982.23,2123.84,1315.12,25.84,29.16,True,8.84,7.23,8.77,True,3.12,2.88,True
2023-01-16,1982.26,2124.71,1315.28,26.71,28.29,True,9.71,7.26,8.74,True,3.28,2.72,True
2023-01-17,1980.63,2125.15,1315.9,27.15,27.85,True,10.15,5.63,10.37,True,3.9,2.1,True
2023-01-18,1980.26,2125.47,1314.87,27.47,27.53,True,10.47,5.26,10.74,True,2.87,3.13,True
2023-01-19,1981.16,2125.67,1316.57,27.67,27.33,True,10.67,6.16,9.84,True,4.57,1.43,True
2023-01-20,1981.34,2126.97,1313.98,28.97,26.03,True,11.97,6.34,9.66,True,1.98,4.02,True
2023-01-21,1980.55,2128.23,1315.02,30.23,24.77,True,13.23,5.55,10.45,True,3.02,2.98,True
2023-01-22,1980.73,2128.82,1315.46,30.82,24.18,True,13.82,5.73,10.27,True,3.46,2.54,True
2023-01-23,1980.53,2128.96,1314.93,30.96,24.04,True,13.96,5.53,10.47,True,2.93,3.07,True
2023-01-24,1982.23,2129.37,1314.45,31.37,23.63,True,14.37,7.23,8.77,True,2.45,3.55,True
2023-01-25,1982.7,2129.94,1315.6,31.94,23.06,True,14.94,7.7,8.3,True,3.6,2.4,True
2023-01-26,1981.81,2130.19,1314.66,32.19,22.81,True,15.19,6.81,9.19,True,2.66,3.34,True
2023-01-27,1979.74,2130.12,1315.01,32.12,22.88,True,15.12,4.74,11.26,True,3.01,2.99,True
2023-01-28,1979.46,2130.0,1315.56,32.0,23.0,True,15.0,4.46,11.54,True,3.56,2.44,True
2023-01-29,1978.65,2129.87,1315.78,31.87,23.13,True,14.87,3.65,12.35,True,3.78,2.22,True
2023-01-30,1978.92,2129.09,1315.63,31.09,23.91,True,14.09,3.92,12.08,True,3.63,2.37,True
2023-01-31,,,,,,False,,,,False,,,False
2023-02-01,1979.92,2127.53,1314.21,29.53,25.47,True,12.53,4.92,11.08,True,2.21,3.79,True
2023-02-02,1979.81,2127.06,1314.76,29.06,25.94,True,12.06,4.81,11.19,True,2.76,3.24,True
2023-02-03,1979.27,2126.34,1314.67,28.34,26.66,True,11.34,4.27,11.73,True,2.67,3.33,True
2023-02-04,1979.11,2125.74,1315.63,27.74,27.26,True,10.74,4.11,11.89,True,3.63,2.37,True
2023-02-05,1979.74,2125.53,1315.26,27.53,27.47,True,10.53,4.74,11.26,True,3.26,2.74,True
2023-02-06,1980.18,2125.93,1313.85,27.93,27.07,True,10.93,5.18,10.82,True,1.85,4.15,True
2023-02-07,1980.11,2126.33,1315.78,28.33,26.67,True,11.33,5.11,10.89,True,3.78,2.22,True
2023-02-08,1980.2,2126.39,1315.76,28.39,26.61,True,11.39,5.2,10.8,True,3.76,2.24,True
2023-02-09,1980.81,2126.37,1315.98,28.37,26.63,True,11.37,5.81,10.19,True,3.98,2.02,True
2023-02-10,1979.84,2126.22,1315.33,28.22,26.78,True,11.22,4.84,11.16,True,3.33,2.67,True
2023-02-11,1980.38,2125.9,1315.29,27.9,27.1,True,10.9,5.38,10.62,True,3.29,2.71,True
2023-02-12,1981.51,2125.91,1315.24,27.91,27.09,True,10.91,6.51,9.49,True,3.24,2.76,True
2023-02-13,1982.35,2125.7,1315.73,27.7,27.3,True,10.7,7.35,8.65,True,3.73,2.27,True
2023-02-14,1982.26,2125.63,1315.43,27.63,27.37,True,10.63,7.26,8.74,True,3.43,2.57,True
2023-02-15,1983.22,2125.6,1315.54,27.6,27.4,True,10.6,8.22,7.78,True,3.54,2.46,True
2023-02-16,1983.33,2125.86,1315.28,27.86,27.14,True,10.86,8.33,7.67,True,3.28,2.72,True
2023-02-17,1983.78,2125.87,1314.87,27.87,27.13,True,10.87,8.78,7.22,True,2.87,3.13,True
2023-02-18,1983.42,2126.37,1315.46,28.37,26.63,True,11.37,8.42,7.58,True,3.46,2.54,True
2023-02-19,1983.24,2127.07,1314.3,29.07,25.93,True,12.07,8.24,7.76,True,2.3,3.7,True
2023-02-20,1982.8,2127.54,1314.2,29.54,25.46,True,12.54,7.8,8.2,True,2.2,3.8,True
2023-02-21,1984.94,2127.23,1314.57,29.23,25.77,True,12.23,9.94,6.06,True,2.57,3.43,True
2023-02-22,1984.47,2128.14,1315.49,30.14,24.86,True,13.14,9.47,6.53,True,3.49,2.51,True
2023-02-23,1984.12,2129.0,1314.77,31.0,24.0,True,14.0,9.12,6.88,True,2.77,3.23,True
2023-02-24,1984.12,2129.49,1314.2,31.49,23.51,True,14.49,9.12,6.88,True,2.2,3.8,True
2023-02-25,1983.67,2129.34,1315.21,31.34,23.66,True,14.34,8.67,7.33,True,3.21,2.79,True
2023-02-26,1983.76,2129.27,1315.44,31.27,23.73,True,14.27,8.76,7.24,True,3.44,2.56,True
2023-02-27,1983.51,2128.98,1315.49,30.98,24.02,True,13.98,8.51,7.49,True,3.49,2.51,True
2023-02-28,,,,,,False,,,,False,,,False
2023-03-01,1983.25,2129.75,1315.69,31.75,23.25,True,14.75,8.25,7.75,True,3.69,2.31,True
2023-03-02,1982.87,2130.14,1315.59,32.14,22.86,True,15.14,7.87,8.13,True,3.59,2.41,True
2023-03-03,1983.23,2130.02,1315.51,32.02,22.98,True,15.02,8.23,7.77,True,3.51,2.49,True
2023-03-04,1983.5,2130.24,1316.22,32.24,22.76,True,15.24,8.5,7.5,True,4.22,1.78,True
2023-03-05,1984.57,2130.59,1314.56,32.59,22.41,True,15.59,9.57,6.43,True,2.56,3.44,True
2023-03-06,1984.86,2130.89,1315.9,32.89,22.11,True,15.89,9.86,6.14,True,3.9,2.1,True
2023-03-07,1985.68,2130.88,1315.07,32.88,22.12,True,15.88,10.68,5.32,True,3.07,2.93,True
2023-03-08,1985.93,2131.72,1315.24,33.72,21.28,True,16.72,10.93,5.07,True,3.24,2.76,True
2023-03-09,1985.13,2132.98,1315.94,34.98,20.02,True,17.98,10.13,5.87,True,3.94,2.06,True
2023-03-10,1984.94,2133.87,1315.56,35.87,19.13,True,18.87,9.94,6.06,True,3.56,2.44,True
2023-03-11,1983.04,2134.96,1314.36,36.96,18.04,True,19.96,8.04,7.96,True,2.36,3.64,True
2023-03-12,1981.98,2135.83,1314.77,37.83,17.17,True,20.83,6.98,9.02,True,2.77,3.23,True
2023-03-13,1981.9,2135.85,1315.94,37.85,17.15,True,20.85,6.9,9.1,True,3.94,2.06,True
2023-03-14,1982.35,2136.34,1314.95,38.34,16.66,True,21.34,7.35,8.65,True,2.95,3.05,True
2023-03-15,1981.26,2137.02,1316.22,39.02,15.98,True,22.02,6.26,9.74,True,4.22,1.78,True
2023-03-16,1980.54,2136.86,1316.77,38.86,16.14,True,21.86,5.54,10.46,True,4.77,1.23,True
2023-03-17,1980.27,2136.43,1315.93,38.43,16.57,True,21.43,5.27,10.73,True,3.93,2.07,True
2023-03-18,1981.52,2135.65,1315.73,37.65,17.35,True,20.65,6.52,9.48,True,3.73,2.27,True
2023-03-19,1980.64,2134.91,1314.42,36.91,18.09,True,19.91,5.64,10.36,True,2.42,3.58,True
2023-03-20,1980.72,2133.55,1316.09,35.55,19.45,True,18.55,5.72,10.28,True,4.09,1.91,True
2023-03-21,1980.63,2132.11,1315.69,34.11,20.89,True,17.11,5.63,10.37,True,3.69,2.31,True
2023-03-22,1981.24,2130.63,1316.26,32.63,22.37,True,15.63,6.24,9.76,True,4.26,1.74,True
2023-03-23,1981.9,2129.08,1315.08,31.08,23.92,True,14.08,6.9,9.1,True,3.08,2.92,True
2023-03-24,1981.99,2128.35,1315.82,30.35,24.65,True,13.35,6.99,9.01,True,3.82,2.18,True
2023-03-25,1982.07,2128.29,1315.27,30.29,24.71,True,13.29,7.07,8.93,True,3.27,2.73,True
2023-03-26,1981.27,2128.52,1313.99,30.52,24.48,True,13.52,6.27,9.73,True,1.99,4.01,True
2023-03-27,1980.07,2128.71,1315.85,30.71,24.29,True,13.71,5.07,10.93,True,3.85,2.15,True
2023-03-28,1980.55,2128.57,1314.9,30.57,24.43,True,13.57,5.55,10.45,True,2.9,3.1,True
2023-03-29,1981.37,2128.31,1315.27,30.31,24.69,True,13.31,6.37,9.63,True,3.27,2.73,True
2023-03-30,1981.08,2128.09,1314.86,30.09,24.91,True,13.09,6.08,9.92,True,2.86,3.14,True
2023-03-31,,,,,,False,,,,False,,,False
2023-04-01,1981.15,2128.9,1314.8,30.9,24.1,True,13.9,6.15,9.85,True,2.8,3.2,True
2023-04-02,1981.73,2129.64,1315.98,31.64,23.36,True,14.64,6.73,9.27,True,3.98,2.02,True
2023-04-03,1981.43,2130.29,1315.23,32.29,22.71,True,15.29,6.43,9.57,True,3.23,2.77,True
2023-04-04,1983.7,2129.77,1315.74,31.77,23.23,True,14.77,8.7,7.3,True,3.74,2.26,True
2023-04-05,1985.38,2129.48,1315.14,31.48,23.52,True,14.48,10.38,5.62,True,3.14,2.86,True
2023-04-06,1984.93,2130.13,1314.44,32.13,22.87,True,15.13,9.93,6.07,True,2.44,3.56,True
2023-04-07,1985.2,2130.62,1313.94,32.62,22.38,True,15.62,10.2,5.8,True,1.94,4.06,True
2023-04-08,1986.04,2131.34,1315.77,33.34,21.66,True,16.34,11.04,4.96,True,3.77,2.23,True
2023-04-09,1988.38,2131.84,1314.71,33.84,21.16,True,16.84,13.38,2.62,True,2.71,3.29,True
2023-04-10,1988.62,2131.87,1315.65,33.87,21.13,True,16.87,13.62,2.38,True,3.65,2.35,True
2023-04-11,1988.18,2132.48,1316.25,34.48,20.52,True,17.48,13.18,2.82,True,4.25,1.75,True
2023-04-12,1987.57,2133.15,1314.7,35.15,19.85,True,18.15,12.57,3.43,True,2.7,3.3,True
2023-04-13,1986.27,2133.35,1315.44,35.35,19.65,True,18.35,11.27,4.73,True,3.44,2.56,True
2023-04-14,1983.86,2133.31,1316.4,35.31,19.69,True,18.31,8.86,7.14,True,4.4,1.6,True
2023-04-15,1979.64,2133.87,1315.11,35.87,19.13,True,18.87,4.64,11.36,True,3.11,2.89,True
2023-04-16,1984.75,2131.78,1315.35,33.78,21.22,True,16.78,9.75,6.25,True,3.35,2.65,True
2023-04-17,1983.41,2132.19,1314.71,34.19,20.81,True,17.19,8.41,7.59,True,2.71,3.29,True
2023-04-18,1980.99,2132.19,1315.97,34.19,20.81,True,17.19,5.99,10.01,True,3.97,2.03,True
2023-04-19,1986.13,2129.11,1316.2,31.11,23.89,True,14.11,11.13,4.87,True,4.2,1.8,True
2023-04-20,1984.87,2129.57,1316.26,31.57,23.43,True,14.57,9.87,6.13,True,4.26,1.74,True
2023-04-21,1983.67,2129.66,1314.78,31.66,23.34,True,14.66,8.67,7.33,True,2.78,3.22,True
2023-04-22,1983.3,2130.13,1314.34,32.13,22.87,True,15.13,8.3,7.7,True,2.34,3.66,True
2023-04-23,1985.45,2130.89,1314.15,32.89,22.11,True,15.89,10.45,5.55,True,2.15,3.85,True
2023-04-24,1985.19,2131.33,1315.81,33.33,21.67,True,16.33,10.19,5.81,True,3.81,2.19,True
2023-04-25,1983.75,2132.19,1315.85,34.19,20.81,True,17.19,8.75,7.25,True,3.85,2.15,True
2023-04-26,1983.42,2133.13,1314.79,35.13,19.87,True,18.13,8.42,7.58,True,2.79,3.21,True
2023-04-27,1982.18,2134.87,1313.74,36.87,18.13,True,19.87,7.18,8.82,True,1.74,4.26,True
